"no","paal_ta","paal_en","paal_te","iyal_ta","iyal_en","iyal_te","adigaaram_no","adigaaram_ta","adigaaram_en","adigaaram_te","kural_ta","varadarasan","paapaya","kural_en","en_meaning","kural_te","paal_no","iyal_no"
"1045","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","105","நல்குரவு","Poverty","Nalkuravu","நல்குரவு என்னும் இடும்பையுள் பல்குரைத்
துன்பங்கள் சென்று படும்.","வறுமை என்று சொல்லப்படும் துன்ப நிலையினுள் பலவகையாக வேறுபட்டுள்ள எல்லாத் துன்பங்களும் சென்று விளைந்திடும்.","இல்லாமை என்னும் துன்பத்திற்குள் எல்லா வகைத் துன்பங்களும் அடங்கும்.","From poverty, that grievous woe,
Attendant sorrows plenteous grow.","The misery of poverty brings in its train many (more) miseries.","nalkuravu ennum idumpaiyuL palkuraith
thunpangaL sendru padum","2","8"
"1046","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","105","நல்குரவு","Poverty","Nalkuravu","நற்பொருள் நன்குணர்ந்து சொல்லினும் நல்கூர்ந்தார்
சொற்பொருள் சோர்வு படும்.","நல்ல நூற் பொருளை நன்றாக உணர்ந்து எடுத்துச் சொன்னப் போதிலும் வறியவர் சொன்ன சொற்பொருள் கேட்பார் இல்லாமல் பயன்படாமல் போகும்.","நல்ல கருத்துக்களைத் தெளிவாகத் தெரிந்து சொன்னாலும், சொல்பவர் ஏழை என்றால் அவர் சொல் மதிக்கப் பெறாது.","Though deepest sense, well understood, the poor man's words convey,
Their sense from memory of mankind will fade away.","The words of the poor are profitless, though they may be sound in thought and clear in expression.","Narporul Nankunarndhu Sollinum Nalkoorndhaar
Sorporul Sorvu Patum","2","8"
"1047","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","105","நல்குரவு","Poverty","Nalkuravu","அறஞ்சாரா நல்குரவு ஈன்றதா யானும்
பிறன்போல நோக்கப் படும்.","அறத்தோடு பொருந்தாத வறுமை ஒருவனைச் சேர்ந்தால் பெற்றத் தாயாலும் அவன் அயலானைப் போல் புறக்கணித்துப் பார்க்கப்படுவான்.","நியாயமான காரணங்கள் இல்லாத இல்லாமை ஒருவனுக்கு இருந்தால், பெற்ற தாய் கூட அவனை அந்நியனாகவே பார்ப்பாள்.","From indigence devoid of virtue's grace,
The mother e'en that bare, estranged, will turn her face.","He that is reduced to absolute poverty will be regarded as a stranger even by his own mother.","aRanjaaraa nalkuravu eendradhaa yaanum
piRanpoala noakkap padum","2","8"
"1048","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","105","நல்குரவு","Poverty","Nalkuravu","இன்றும் வருவது கொல்லோ நெருநலும்
கொன்றது போலும் நிரப்பு.","நேற்றும் கொலை செய்தது போல் துன்புறுத்திய வறுமை இன்றும் என்னிடம் வருமோ, (என்று வறியவன் நாள்தோறும் கலங்கி வருந்துவான்).","நேற்று என்னைக் கொன்றது போன்ற துன்பத்தைத் தந்த இல்லாமை, இன்றும் கூட வருமோ?.","And will it come today as yesterday,
The grief of want that eats my soul away?.","Is the poverty that almost killed me yesterday, to meet me today too ?.","indrum varuvadhu kolloa nerunhalum
kondradhu poalum nirappu","2","8"
"1049","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","105","நல்குரவு","Poverty","Nalkuravu","நெருப்பினுள் துஞ்சலும் ஆகும் நிரப்பினுள்
யாதொன்றும் கண்பாடு அரிது.","ஒருவன் நெருப்பினுள் இருந்து தூங்குதலும் முடியும், ஆனால் வறுமை நிலையில் எவ்வகையாலும் கண்மூடித் தூங்குதல் அரிது.","யோக வலிமையால் நெருப்பிற்குள் படுத்து உறங்கவும் முடியும்; ஆனால், பசிக் கொடுமைக்குள் சிறிது கூடக் கண் மூட முடியாது.","Amid the flames sleep may men's eyelids close,
In poverty the eye knows no repose.","One may sleep in the midst of fire; but by no means in the midst of poverty.","neruppinuL thunjalum aagum nirappinuL
yaadhondrum kaNpaadu aridhu","2","8"
"1050","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","105","நல்குரவு","Poverty","Nalkuravu","துப்புர வில்லார் துவரத் துறவாமை
உப்பிற்கும் காடிக்கும் கூற்று.","நுகரும் பொருள் இல்லாத வறியவர் முற்றுந் துறக்க கூடியவராக இருந்தும் துறக்காத காரணம், உப்புக்கும் கஞ்சிக்கும் எமனாக இருப்பதே ஆகும்.","உண்ண, உடுத்த ஏதம் இல்லாதவர் இல்லறத்தை முழுமையாகத் துறந்து விடாதிருப்பது, பிறர் வீட்டில் இருக்கும் உப்புக்கும் கஞ்சித் தண்ணீருக்கும் எமனாம்.","Unless the destitute will utterly themselves deny,
They cause their neighbour's salt and vinegar to die.","The destitute poor, who do not renounce their bodies, only consume their neighbour's salt and water.","thuppura villaar thuvarath thuRavaamai
uppiRkum kaatikkum kootru","2","8"
"1051","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","106","இரவு","Mendicancy","Iravu","இரக்க இரத்தக்கார்க் காணின் கரப்பின்
அவர்பழி தம்பழி அன்று.","இரந்து கேட்க தக்கவரைக் கண்டால் அவனிடம் இரக்க வேண்டும், அவர் இல்லை என்று ஒளிப்பாரானால் அது அவர்க்கு பழி, தமக்கு பழி அன்று.","ஏதும்‌ இல்லா நிலையில், எவரிடம் ஏற்பது இழிவாகாது என்று தோன்றுகிழதோ அவரிடம் பிச்சை ஏற்கலாம்; அவர் தர மறுத்து, மறைத்தால் பழி அவர்க்கே; இரப்பவர்க்கு அன்று.","When those you find from whom 'tis meet to ask,- for aid apply;
Theirs is the sin, not yours, if they the gift deny.","If you meet with those that may be begged of, you may beg; (but) if they withhold (their gift) it is their blame and not yours.","irakka iraththakkaark kaaNin karappin
avarpazhi thampazhi andru","2","8"
"1052","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","106","இரவு","Mendicancy","Iravu","இன்பம் ஒருவற்கு இரத்தல் இரந்தவை
துன்பம் உறாஅ வரின்.","இரந்து கேட்ட பொருள் துன்பமுறாமல் கிடைக்குமானால், அவ்வாறு இரத்தலும் இன்பம் என்று சொல்லத் தக்கதாகும்.","நாம் கேட்டதைப் பிறர் மனவருத்தம் இல்லாமல் தந்தால், பிச்சை எடுப்பது கூட ஒருவனுக்கு இன்பமே.","Even to ask an alms may pleasure give,
If what you ask without annoyance you receive.","Even begging may be pleasant, if what is begged for is obtained without grief (to him that begs).","inpam oruvaRku iraththal irandhavai
thunpam uRaaa varin","2","8"
"1053","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","106","இரவு","Mendicancy","Iravu","கரப்பிலா நெஞ்சின் கடனறிவார் முன்நின்று
இரப்புமோ ரேஎர் உடைத்து.","ஒளிப்பு இல்லாத நெஞ்சும், கடைமையுணர்ச்சியும், உள்ளவரின் முன்னே நின்று இரந்து பொருள் கேட்பதும் ஓர் அழகு உடையதாகும்.","ஒளிவு மறைவு இல்லாத மனம் உடையவராய், இது என்கடமை என்று அறிபவர் முன்னே நின்று, ஒன்றை அவரிடம் கேட்பதும் கேட்பவர்க்கு அழகுதான்.","The men who nought deny, but know what's due, before their face
To stand as suppliants affords especial grace.","There is even a beauty in standing before and begging of those who are liberal in their gifts and understand their duty (to beggars).","karappilaa nenjin katanaRivaar munnhindru
irappumoa raeer udaiththu","2","8"
"1054","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","106","இரவு","Mendicancy","Iravu","இரத்தலும் ஈதலே போலும் கரத்தல்
கனவிலும் தேற்றாதார் மாட்டு.","உள்ளதை மறைத்துக் கூறும் தன்மையைக் கனவிலும் அறியாதவரிடத்தில் இரந்து கேட்பதும் பிறர்க்கு கொடுப்பதைப் போன்ற சிறப்புடையது.","ஒளிவு மறைவு என்பதைக் கனவிலும் எண்ணிப் பாராதவரிடம் சென்று, ஒன்றைக் கேட்பதும், பிறர்க்குக் கொடுப்பதைப் போன்றதே.","Like giving alms, may even asking pleasant seem,
From men who of denial never even dream.","To beg of such as never think of withholding (their charity) even in their dreams, is in fact the same as giving (it oneself).","iraththalum eedhalae poalum karaththal
kanavilum thaetraadhaar maattu","2","8"
"1055","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","106","இரவு","Mendicancy","Iravu","கரப்பிலார் வையகத்து உண்மையால் கண்ணின்று
இரப்பவர் மேற்கொள் வது.","ஒருவர் முன் நின்று இரப்பவர் அந்த இரத்தலை மேற்கொள்வது, உள்ளதை இல்லை என்று ஒளித்துக்கூறாத நன்மைகள் உலகத்தில் இருப்பதால் தான்.","கண் எதிரே நின்று, வறுமைப்பட்டவர் வாயால் கேட்காமல் கண்ணால் கேட்கத் தொடங்குவது, ஒளிவுமறைவு இல்லாமல் அவருக்குக் கொடுப்பவர் இவ்வுலகத்தில் இருப்பதால்தான்.","Because on earth the men exist, who never say them nay,
Men bear to stand before their eyes for help to pray.","As there are in the world those that give without refusing, there are (also) those that prefer to beg by simply standing before them.","karappilaar vaiyakaththu uNmaiyaal kaNNindru
irappavar maeRkoL vadhu","2","8"
"1056","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","106","இரவு","Mendicancy","Iravu","கரப்பிடும்பை யில்லாரைக் காணின் நிரப்பிடும்பை
எல்லாம் ஒருங்கு கெடும்.","உள்ளதை ஒளிக்கும் துன்பநிலை இல்லாதவரைக் கண்டால், இரப்பவரின் வறுமைத் துன்பம் எல்லாம் ஒரு சேரக் கெடும்.","இருப்பதை மறைப்பதாகிய நோய் இல்லாதவரைக் கண்டால், இல்லாமையாகிய நோய் எல்லாம் மொத்தமாக அழியும்.","It those you find from evil of 'denial' free,
At once all plague of poverty will flee.","All the evil of begging will be removed at the sight of those who are far from the evil of refusing.","karappitumpai yillaaraik kaaNin nirappidumpai
ellaam orungu kedum","2","8"
"1057","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","106","இரவு","Mendicancy","Iravu","இகழ்ந்தெள்ளாது ஈவாரைக் காணின் மகிழ்ந்துள்ளம்
உள்ளுள் உவப்பது உடைத்து.","இகழ்ந்து எள்ளாமல் பொருள் கொடுப்பவரைக் கண்டால், இரப்பவரின் உள்ளம் மகிழ்ந்து உள்ளுக்குள்ளே உவகை அடையும் தன்மையுடையதாகும்.","அவமதிக்காமல், இழிவாகப் பேசாமல் எடுத்துக் கொடுப்பவரைக் கண்டால், பிச்சை கேட்பவரின் மனம் மகிழ்ந்து உள்ளுக்குள்ளே உவகை கொள்ளும்.","If men are found who give and no harsh words of scorn employ,
The minds of askers, through and through, will thrill with joy.","Beggars rejoice exceedingly when they behold those who bestow (their alms) with kindness and courtesy.","ikazhndheLLaadhu eevaaraik kaaNin makizhndhuLLam
uLLuL uvappadhu udaiththu","2","8"
"1058","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","106","இரவு","Mendicancy","Iravu","இரப்பாரை இல்லாயின் ஈர்ங்கண்மா ஞாலம்
மரப்பாவை சென்றுவந் தற்று.","இரப்பவர் இல்லையானால், இப் பெரிய உலகின் இயக்கம் மரத்தால் செய்த பாவை கயிற்றினால் ஆட்டப்பட்டுச் சென்று வந்தாற் போன்றதாகும்.","பிச்சை ஏற்பார் என்பவர் இல்லாது போய் விட்டால், குளி்ர்ந்த பெரிய இவ்வுலகத்தில் வாழ்பவரின் வாழ்க்கை, வெறும் மரப்பொம்மைகளின் போக்குவரத்தாகவே ஆகிவிடும்.","If askers cease, the mighty earth, where cooling fountains flow,
Will be a stage where wooden puppets come and go.","If there were no beggars, (the actions done in) the cool wide world would only resemble the movement of a puppet.","irappaarai illaayin eerngaNmaa Gnaalam
marappaavai sendruvanh thatru","2","8"
"1059","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","106","இரவு","Mendicancy","Iravu","ஈவார்கண் என்னுண்டாம் தோற்றம் இரந்துகோள்
மேவார் இலாஅக் கடை.","பொருள் இல்லை என்று இரந்து அதைப் பெற்றுக் கொள்ள விரும்புவோர் இல்லாதபோது, பொருள் கொடுப்பவனிடத்தில் என்ன புகழ் உண்டாகும்.","தம்மிடம் வந்து ஒன்றைப் பிச்சையாகக் கேட்பவர் இல்லாதபொழுது, கொடுக்கும் மனம் உள்ளவர்க்குப் புகழ் ஏது?.","What glory will there be to men of generous soul,
When none are found to love the askers' role?.","What (praise) would there be to givers (of alms) if there were no beggars to ask for and reveive (them).","eevaarkaN eNNundaam thoatram irandhukoaL
maevaar ilaaak kadai","2","8"
"1060","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","106","இரவு","Mendicancy","Iravu","இரப்பான் வெகுளாமை வேண்டும் நிரப்பிடும்பை
தானேயும் சாலும் கரி.","இரப்பவன் எவரிடத்திலும் சினம் கொள்ளாதிருக்க வேண்டும், அவன் அடைந்துள்ள வறுமைத் துன்பமே அவனுக்கு அறிவு புகட்டும் சான்றாக அமையும்.","பிச்சை ஏற்பவன் அது கிடைக்காதபோது கோபங்கொள்ளக்கூடாது; வேண்டும்பொழுது பொருள் கிடைக்காது என்பதற்கு அவனுக்கு ஏற்பட்டுள்ள துன்பமே போதுமான சான்றாகும்.","Askers refused from wrath must stand aloof;
The plague of poverty itself is ample proof.","He who begs ought not to be angry (at a refusal); for even the misery of (his own) poverty should be a sufficient reason (for so doing).","irappaan vekuLaamai vaeNdum nirappidumpai
thaanaeyum saalum kari","2","8"
"1061","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","107","இரவச்சம்","The Dread of Mendicancy","Iravachcham","கரவாது உவந்தீயும் கண்ணன்னார் கண்ணும்
இரவாமை கோடி உறும்.","உள்ளதை மறைக்காமல் உள்ளம் மகிழ்ந்து கொடுக்கும் கண்போல் சிறந்தவரிடத்திலும் சென்று இரவாமலிருப்பதே கோடி மடங்கு நல்லதாகும்.","ஒளிவு மறைவு இல்லாமல், மனம் மகிழ்ந்து பிறர்க்குக் கொடுக்கும் இயல்பு உள்ளவரிடத்திலும் ஒன்றைக் கேட்கா திருப்பது கோடி நன்மையாகும்.","Ten million-fold 'tis greater gain, asking no alms to live,
Even from those, like eyes in worth, who nought concealing gladly give.","Not to beg (at all) even from those excellent persons who cheerfully give without refusing, will do immense good.","karavaadhu uvandheeyum kaNNannaar kaNNum
iravaamai koati uRum","2","8"
"1062","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","107","இரவச்சம்","The Dread of Mendicancy","Iravachcham","இரந்தும் உயிர்வாழ்தல் வேண்டின் பரந்து
கெடுக உலகியற்றி யான்.","உலகத்தை படைத்தவன் உலகில் சிலர் இரந்தும் உயிர்வாழுமாறு ஏற்படுத்தியிருந்தால், அவன் இரப்பவரைப் போல் எங்கும் அலைந்து கெடுவானாக.","பிச்சை எடுத்துத்தான் உயிர்வாழ வேண்டும் என்ற நிலை இருந்தால், இந்த உலகைப் படைத்தவன் அங்கும் இங்கும் அலைந்து கெடுவானாக.","If he that shaped the world desires that men should begging go,
Through life's long course, let him a wanderer be and perish so.","If the Creator of the world has decreed even begging as a means of livelihood, may he too go abegging and perish.","irandhum uyirvaazhdhal vaeNdin parandhu
keduka ulagiyatri yaan","2","8"
"1063","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","107","இரவச்சம்","The Dread of Mendicancy","Iravachcham","இன்மை இடும்பை இரந்துதீர் வாமென்னும்
வன்மையின் வன்பாட்ட தில்.","வறுமைத் துன்பத்தை இரப்பதன் வாயிலாகத் தீர்ப்போம், என்று கருதி முயற்சியைக் கைவிட்ட வன்மையைப் போல் வன்மையானது வேறு இல்லை.","இல்லாமையால் வரும் துன்பத்தை (உழைத்துப் போக்காது) பிச்சை எடுத்துப் போக்கிக் கொள்ளலாம் என்று எண்ணும் கொடுமையிலும் கொடுமை வேறு இல்லை.","Nothing is harder than the hardness that will say,
'The plague of penury by asking alms we'll drive away'.","There is no greater folly than the boldness with which one seeks to remedy the evils of poverty by begging (rather than by working).","inmai idumpai irandhudheer vaamennum
vanmaiyin vanpaatta thil","2","8"
"1064","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","107","இரவச்சம்","The Dread of Mendicancy","Iravachcham","இடமெல்லாம் கொள்ளாத் தகைத்தே இடமில்லாக்
காலும் இரவொல்லாச் சால்பு.","வாழ வழி இல்லாத போதும் இரந்து கேட்க உடன்படாத சால்பு, உலகத்தில் இடமெல்லாம் கொள்ளாத அவ்வளவு பொருமையுடையதாகும்.","ஏதும் இல்லாமல் வறுமை உற்றபோதும் பிறரிடம் சென்று பிச்சை கேட்கச் சம்மதியாத மன அடக்கம், எல்லா உலகும் சேர்ந்தாலும் ஈடாகாத பெருமையை உடையது.","Who ne'er consent to beg in utmost need, their worth
Has excellence of greatness that transcends the earth.","Even the whole world cannot sufficiently praise the dignity that would not beg even in the midst of destitution.","idamellaam koLLaath thakaiththae idamillaak
kaalum iravollaach chaalpu","2","8"
"1065","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","107","இரவச்சம்","The Dread of Mendicancy","Iravachcham","தெண்ணீர் அடுபுற்கை ஆயினும் தாள்தந்தது
உண்ணலின் ஊங்கினிய தில்.","தெளிந்த நீர் போல் சமைத்த கூழே ஆனாலும், முயற்சியால் கிடைத்ததை உண்பதைவிட இனிமையானது வேறொன்றும் இல்லை.","நீரே மிகுதியாக இருக்கச் சமைக்கப்பட்ட கஞ்சியே என்றாலும், உழைத்த வரவில் உண்பதைக் காட்டிலும் மேலான மகிழ்ச்சி இல்லை.","Nothing is sweeter than to taste the toil-won cheer,
Though mess of pottage as tasteless as the water clear.","Even thin gruel is ambrosia to him who has obtained it by labour.","theNNeer adupuRkai aayinum thaaLdhandhadhu
uNNalin oonginiya thil","2","8"
"1066","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","107","இரவச்சம்","The Dread of Mendicancy","Iravachcham","ஆவிற்கு நீரென்று இரப்பினும் நாவிற்கு
இரவின் இளிவந்த தில்.","பசுவிற்கு நீர் வேண்டும் என்று அறம் நோக்கி இரந்து கேட்டாலும், இர த்தலை விட நாவிற்கு இழிவானது மற்றொன்று இல்லை.","பசுவிற்குத் தண்ணீர் வேண்டும் என்று பிறரிடம் பிச்சையாகக் கேட்டாலும் அதுவும் பிச்சையாதலால், நம் நாவிற்கு அதைவிடக் கேவலம் வேறு இல்லை.","E'en if a draught of water for a cow you ask,
Nought's so distasteful to the tongue as beggar's task.","There is nothing more disgraceful to one's tongue than to use it in begging water even for a cow.","aaviRku neerendru irappinum naaviRku
iravin iLivandha thil","2","8"
"1067","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","107","இரவச்சம்","The Dread of Mendicancy","Iravachcham","இரப்பன் இரப்பாரை எல்லாம் இரப்பின்
கரப்பார் இரவன்மின் என்று.","இரந்து கேட்பதனால் உள்ளதை ஒளிப்பவரிடத்தில் சென்று இரக்க வேண்டுடாம் என்று இரப்பவர் எல்லோரையும் இரந்து வேண்டுகின்றேன்.","பிச்சை எடுத்துத்தான் ஆகவேண்டும் என்றால், தம்மிடம் இருப்பதை மறைப்பாரிடம் பிச்சை எடுக்க வேண்டா என்று, பிச்சை எடுப்பவரிடம் எல்லாம் நாம் பிச்சை கேட்கின்றேன்.","One thing I beg of beggars all, 'If beg ye may,
Of those who hide their wealth, beg not, I pray'.","I beseech all beggars and say, ""If you need to beg, never beg of those who give unwillingly"".","irappan irappaarai ellaam irappin
karappaar iravanmin endru","2","8"
"1068","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","107","இரவச்சம்","The Dread of Mendicancy","Iravachcham","இரவென்னும் ஏமாப்பில் தோணி கரவென்னும்
பார்தாக்கப் பக்கு விடும்.","இரத்தல் என்னும் காவல் இல்லாத மரக்கலம் உள்ளதை ஒளித்துவைக்கும் தன்மையாகிய வன்னிலம் தாக்கினால் உடைந்து விடும்.","வறுமைக் கடலைக் கடந்துவிட ஏறிய பிச்சை என்னும் வலு இல்லாத தோணி இருப்பதை மறைத்தல் என்னும் பாறையில் மோதப் பிளந்துபோகும்.","The fragile bark of beggary
Wrecked on denial's rock will lie.","The unsafe raft of begging will split when it strikes on the rock of refusal.","iravennum Emaappil thoaNi karavennum
paardhaakkap pakku vidum","2","8"
"1069","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","107","இரவச்சம்","The Dread of Mendicancy","Iravachcham","இரவுள்ள உள்ளம் உருகும் கரவுள்ள
உள்ளதூஉம் இன்றிக் கெடும்.","இரத்தலின் கொடுமையை நினைத்தால் உள்ளம் கரைந்து உருகும், உள்ளதை ஒழிக்கும் கொடுமையை நினைத்தால் உருகுமளவும் இல்லாமல் அழியும்.","பிறரிடம் போய்ப் பிச்சை ஏற்று நிற்கும் கொடுமையை எண்ணினால் என் உள்ளம் உருகும். இக்கொடுமையைப் பார்த்த பிறகும் இல்லை என்று மறைப்பவர் கொடுமையை எண்ணினால் உருகும் உள்ளமும் இல்லாது அழிந்துவிடும்.","The heart will melt away at thought of beggary,
With thought of stern repulse 'twill perish utterly.","To think of (the evil of) begging is enough to melt one's heart; but to think of refusal is enough to break it.","iravuLLa uLLam urukum karavuLLa
uLLadhooum indrik kedum","2","8"
"1070","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","107","இரவச்சம்","The Dread of Mendicancy","Iravachcham","கரப்பவர்க்கு யாங்கொளிக்கும் கொல்லோ இரப்பவர்
சொல்லாடப் போஒம் உயிர்.","இரப்பவர் இல்லை என்று சொல்கின்ற அளவிலேயே உயிர் போகின்றதே, உள்ளதை இல்லை என்று ஒளிப்பவர்க்கு உயிர் எங்கு ஒளிந்திருக்குமோ.","இல்லை என்று சொல்வதைக் கேட்ட உடனே பிச்சை எடுப்பவரிடமிருந்து போய் விடும் உயிர், இல்லை என்று சொல்பவர்க்கு மட்டும் போகாமல் எங்கே போய் ஒளிந்து கொள்கிறது?.","E'en as he asks, the shamefaced asker dies;
Where shall his spirit hide who help denies? .","Saying ""No"" to a beggar takes away his life. (but as that very word will kill the refuser) where then would the latter's life hide itself ?.","karappavarkku yaangoLikkum kolloa irappavar
sollaadap poaOm uyir","2","8"
"1071","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","108","கயமை","Baseness","Kayamai","மக்களே போல்வர் கயவர் அவரன்ன
ஒப்பாரி யாங்கண்ட தில்.","மக்களே போல் இருப்பார் கயவர், அவர் மக்களை ஒத்திருப்பது போன்ற ஒப்புமை வேறு எந்த இருவகைப் பொருள்களிடத்திலும் யாம் கண்டதில்லை.","கயவர் வெளித்தோற்றத்தில் மனிதரைப் போலவே இருப்பர்; விலங்கு பறவை போன்ற பிற இனங்களில் அவருக்கு ஒப்பானவரை நான் கண்டது இல்லை.","The base resemble men in outward form, I ween;
But counterpart exact to them I've never seen.","The base resemble men perfectly (as regards form); and we have not seen such (exact) resemblance (among any other species).","makkaLae poalvar kayavar avaranna
oppaari yaangaNda thil","2","8"
"1072","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","108","கயமை","Baseness","Kayamai","நன்றறி வாரிற் கயவர் திருவுடையர்
நெஞ்சத்து அவலம் இலர்.","நன்மை அறிந்தவரை விடக் கயவரே நல்ல பேறு உடையவர், ஏன் என்றால், கயவர் தம் நெஞ்சில் எதைப் பற்றியும் கவலை இல்லாதவர்.","நல்லது கெட்டதை அறிந்தவரைக் காட்டிலும் கயவர் செல்வம் உடையவர் ஆவர்; காரணம், கயவர் நல்லத கெட்டது என்ற கவலையே நெஞ்சில் இல்லாதவர்.","Than those of grateful heart the base must luckier be,
Their minds from every anxious thought are free!.","The low enjoy more felicity than those who know what is good; for the former are not troubled with anxiety (as to the good).","nandraRi vaariR kayavar thiruvudaiyar
nenjaththu avalam ilar","2","8"
"1073","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","108","கயமை","Baseness","Kayamai","தேவர் அனையர் கயவர் அவருந்தாம்
மேவன செய்தொழுக லான்.","கயவரும் தேவரைப் போல் தான் விரும்புகின்றவைகளைச் செய்து மனம் போன போக்கில் நடத்தலால், கயவர் தேவரைப் போன்றவர்.","தம்மைக் கட்டுப்படுத்துவார் இல்லாமல் தாம் விரும்பியபடி எல்லாம் செய்து வாழ்வதால், கயவர் தேவரைப் போன்றவராவர்.","The base are as the Gods; they too
Do ever what they list to do!.","The base resemble the Gods; for the base act as they like.","thaevar anaiyar kayavar avarundhaam
maevana seydhozhuka laan","2","8"
"1074","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","108","கயமை","Baseness","Kayamai","அகப்பட்டி ஆவாரைக் காணின் அவரின்
மிகப்பட்டுச் செம்மாக்கும் கீழ்.","கீழ் மக்கள் தமக்கு கீழ் பட்டவராய் நடப்பவரைக் கண்டால், அவரை விடத் தாம் மேம்பாடு உடையவராய் இறுமாப்படைவர்.","தனக்கும் கீழாகத் தான் விரும்பியபடி எல்லாம் வாழும் நாய் போன்றவரைக் கண்டால் அவரைக் காட்டிலும் மேலாகத் தன் நிலையைக் காட்டி கயமை, இறுமாப்புக் கொள்ளும்.","When base men those behold of conduct vile,
They straight surpass them, and exulting smile.","The base feels proud when he sees persons whose acts meaner than his own.","akappatti aavaaraik kaaNin avarin
mikappattuch chemmaakkum keezh","2","8"
"1075","பொருட்பால்","Wealth","Porutpaal","ஒழிபியல்","Miscellaneous","Ozhibiyal","108","கயமை","Baseness","Kayamai","அச்சமே கீழ்களது ஆசாரம் எச்சம்
அவாவுண்டேல் உண்டாம் சிறிது.","கீழ் மக்களின் ஆசாரத்திற்கு காரணமாக இருப்பது அச்சமே, எஞ்சியவற்றில் அவா உண்டானால் அதனாலும் சிறிதளவு ஆசாரம் உண்டாகும்.","கயவர்களிடம் நல்ஒழுக்கம் இருந்தால் ஆட்சியைப் பற்றிய பயமே காரணம் ஆகும். அதையும் மீறி அவர்கள் ஆசைப்படும் பொருள் கிடைப்பதாக இருந்தால் அதனாலும் கொஞ்சம் ஒழுக்கம் இருக்கும்.","Fear is the base man's virtue; if that fail,
Intense desire some little may avail.","(The principle of) behaviour in the mean is chiefly fear; if not, hope of gain, to some extent.","achchamae keezhkaLadhu aasaaram echcham
avaavuNdael uNtaam siRidhu","2","8"
